user_id,signup_date,country,age,gender,acquisition_channel,campaign_id,kyc_completed,kyc_date
USR_2348,16-12-2023,Canada,26,Male,Google,CMP_2,1,19-12-2023
USR_2349,06-10-2023,India,30,Female,Instagram,CMP_10,1,07-10-2023
USR_2350,01-05-2023,India,37,Female,Google,CMP_10,0,
USR_2351,31-10-2023,USA,18,Female,Instagram,CMP_8,1,04-11-2023
USR_2352,16-09-2023,Canada,58,Male,Facebook,CMP_7,0,
USR_2353,30-04-2023,USA,42,Female,Facebook,CMP_10,1,01-05-2023
USR_2354,22-04-2023,USA,21,Female,Instagram,CMP_6,1,24-04-2023
USR_2355,01-08-2023,USA,21,Male,Facebook,CMP_5,1,04-08-2023
USR_2356,17-05-2023,Canada,35,Female,Google,CMP_7,1,18-05-2023
USR_2357,30-03-2023,UK,53,Female,Google,CMP_10,1,02-04-2023
USR_2358,10-02-2023,UK,39,Female,Google,CMP_3,1,13-02-2023
USR_2359,16-04-2023,India,46,Female,Facebook,CMP_1,0,
USR_2360,15-12-2023,UK,22,Female,Google,CMP_9,1,19-12-2023
USR_2361,24-10-2023,India,57,Male,Instagram,CMP_9,1,28-10-2023
USR_2362,18-02-2023,India,47,Female,Instagram,CMP_4,0,
USR_2363,05-11-2023,USA,32,Male,Facebook,CMP_4,1,08-11-2023
USR_2364,01-10-2023,India,44,Female,Instagram,CMP_8,1,03-10-2023
USR_2365,02-01-2023,India,30,Female,Google,CMP_4,1,04-01-2023
USR_2366,25-06-2023,UK,53,Female,Organic,CMP_7,1,26-06-2023
USR_2367,21-09-2023,USA,34,Male,Instagram,CMP_10,0,
USR_2368,01-11-2023,USA,59,Female,Facebook,CMP_2,1,02-11-2023
USR_2369,21-05-2023,Canada,59,Male,Organic,CMP_4,1,23-05-2023
USR_2370,17-12-2023,India,50,Female,Google,CMP_7,1,18-12-2023
USR_2371,26-11-2023,USA,56,Male,Google,CMP_1,1,29-11-2023
USR_2372,15-01-2023,Canada,18,Female,Instagram,CMP_4,1,18-01-2023
USR_2373,03-12-2023,India,50,Female,Organic,CMP_7,1,07-12-2023
USR_2374,07-04-2023,India,54,Female,Facebook,CMP_1,1,10-04-2023
USR_2375,21-11-2023,India,30,Female,Google,CMP_10,0,
USR_2376,20-11-2023,USA,30,Female,Organic,CMP_2,1,22-11-2023
USR_2377,18-05-2023,Canada,32,Male,Facebook,CMP_6,1,20-05-2023
USR_2378,20-04-2023,USA,57,Female,Google,CMP_1,0,
USR_2379,14-03-2023,India,22,Male,Organic,CMP_3,1,18-03-2023
USR_2380,16-05-2023,UK,35,Female,Instagram,CMP_8,0,
USR_2381,13-02-2023,Canada,56,Male,Instagram,CMP_7,1,15-02-2023
USR_2382,13-04-2023,Canada,49,Female,Facebook,CMP_6,1,17-04-2023
USR_2383,31-08-2023,USA,52,Male,Facebook,CMP_3,1,04-09-2023
USR_2384,17-01-2023,India,33,Female,Instagram,CMP_2,1,21-01-2023
USR_2385,23-06-2023,India,41,Male,Google,CMP_9,1,27-06-2023
USR_2386,13-06-2023,Canada,20,Female,Google,CMP_2,1,16-06-2023
USR_2387,22-11-2023,UK,47,Male,Organic,CMP_3,1,24-11-2023
USR_2388,11-07-2023,UK,54,Female,Referral,CMP_3,1,14-07-2023
USR_2389,17-09-2023,Canada,23,Female,Google,CMP_9,1,21-09-2023
USR_2390,14-07-2023,UK,58,Female,Facebook,CMP_2,1,16-07-2023
USR_2391,20-04-2023,USA,44,Female,Instagram,CMP_2,1,22-04-2023
USR_2392,29-07-2023,UK,37,Male,Referral,CMP_4,1,01-08-2023
USR_2393,08-04-2023,Canada,43,Female,Referral,CMP_8,1,12-04-2023
USR_2394,20-02-2023,India,27,Male,Facebook,CMP_10,1,23-02-2023
USR_2395,16-08-2023,USA,36,Female,Facebook,CMP_3,0,
USR_2396,16-08-2023,UK,59,Male,Google,CMP_9,1,17-08-2023
USR_2397,17-04-2023,Canada,23,Female,Organic,CMP_5,1,18-04-2023
USR_2398,04-07-2023,UK,54,Female,Instagram,CMP_10,0,
USR_2399,15-02-2023,Canada,54,Male,Google,CMP_3,0,
USR_2400,20-03-2023,Canada,54,Female,Organic,CMP_6,1,24-03-2023
USR_2401,05-06-2023,USA,42,Male,Google,CMP_8,1,07-06-2023
USR_2402,30-12-2023,Canada,35,Male,Google,CMP_7,1,01-01-2024
USR_2403,16-03-2023,UK,44,Male,Organic,CMP_10,1,20-03-2023
USR_2404,03-05-2023,Canada,55,Female,Google,CMP_8,1,06-05-2023
USR_2405,20-04-2023,USA,31,Female,Organic,CMP_2,1,22-04-2023
USR_2406,24-10-2023,USA,44,Male,Facebook,CMP_9,1,26-10-2023
USR_2407,13-10-2023,USA,37,Female,Facebook,CMP_7,1,17-10-2023
USR_2408,03-04-2023,Canada,55,Male,Referral,CMP_10,1,05-04-2023
USR_2409,03-12-2023,UK,32,Male,Facebook,CMP_3,1,05-12-2023
USR_2410,18-10-2023,Canada,38,Female,Organic,CMP_9,1,19-10-2023
USR_2411,31-07-2023,India,56,Male,Google,CMP_8,1,04-08-2023
USR_2412,10-04-2023,USA,24,Female,Organic,CMP_6,1,14-04-2023
USR_2413,09-02-2023,India,20,Female,Facebook,CMP_8,0,
USR_2414,15-07-2023,UK,33,Female,Instagram,CMP_4,1,16-07-2023
USR_2415,19-05-2023,Canada,37,Female,Instagram,CMP_6,1,21-05-2023
USR_2416,24-08-2023,Canada,31,Female,Instagram,CMP_3,1,25-08-2023
USR_2417,31-12-2023,India,46,Female,Instagram,CMP_9,1,03-01-2024
USR_2418,10-10-2023,USA,21,Female,Facebook,CMP_7,1,13-10-2023
USR_2419,25-11-2023,UK,31,Male,Organic,CMP_5,0,
USR_2420,30-11-2023,USA,39,Female,Organic,CMP_1,1,01-12-2023
USR_2421,09-01-2023,Canada,28,Male,Google,CMP_3,1,12-01-2023
USR_2422,26-09-2023,Canada,41,Male,Google,CMP_5,1,28-09-2023
USR_2423,26-02-2023,USA,31,Female,Facebook,CMP_1,1,28-02-2023
USR_2424,26-06-2023,Canada,32,Male,Facebook,CMP_5,1,30-06-2023
USR_2425,13-08-2023,UK,19,Male,Google,CMP_6,1,14-08-2023
USR_2426,14-04-2023,UK,26,Male,Google,CMP_4,1,18-04-2023
USR_2427,08-09-2023,USA,35,Female,Google,CMP_4,1,09-09-2023
USR_2428,17-02-2023,Canada,38,Female,Facebook,CMP_6,0,
USR_2429,06-05-2023,USA,52,Male,Google,CMP_9,1,08-05-2023
USR_2430,15-07-2023,India,51,Male,Organic,CMP_8,1,16-07-2023
USR_2431,18-07-2023,Canada,30,Female,Google,CMP_7,1,20-07-2023
USR_2432,08-04-2023,USA,18,Male,Facebook,CMP_2,1,10-04-2023
USR_2433,11-09-2023,India,56,Male,Facebook,CMP_1,1,12-09-2023
USR_2434,14-08-2023,UK,59,Female,Google,CMP_1,1,18-08-2023
USR_2435,21-11-2023,USA,21,Female,Google,CMP_7,1,22-11-2023
USR_2436,10-10-2023,Canada,25,Female,Google,CMP_2,1,12-10-2023
USR_2437,18-10-2023,USA,41,Female,Facebook,CMP_3,1,22-10-2023
USR_2438,13-04-2023,UK,42,Male,Organic,CMP_1,1,16-04-2023
USR_2439,29-08-2023,India,42,Female,Organic,CMP_10,1,02-09-2023
USR_2440,15-01-2023,USA,31,Female,Google,CMP_2,1,16-01-2023
USR_2441,25-01-2023,India,29,Female,Facebook,CMP_6,1,27-01-2023
USR_2442,22-02-2023,UK,25,Female,Facebook,CMP_6,1,25-02-2023
USR_2443,16-12-2023,USA,45,Female,Instagram,CMP_9,1,18-12-2023
USR_2444,30-10-2023,Canada,46,Female,Facebook,CMP_4,1,02-11-2023
USR_2445,06-07-2023,UK,53,Female,Facebook,CMP_3,1,10-07-2023
USR_2446,18-06-2023,UK,18,Female,Instagram,CMP_1,0,
USR_2447,29-03-2023,UK,29,Male,Facebook,CMP_9,1,02-04-2023
USR_2448,20-09-2023,Canada,22,Female,Organic,CMP_3,1,24-09-2023
USR_2449,04-07-2023,India,28,Female,Organic,CMP_7,1,07-07-2023
USR_2450,10-02-2023,USA,57,Male,Facebook,CMP_1,1,13-02-2023
USR_2451,02-10-2023,UK,27,Female,Google,CMP_5,1,03-10-2023
USR_2452,09-08-2023,UK,29,Female,Facebook,CMP_5,1,13-08-2023
USR_2453,23-05-2023,USA,18,Male,Instagram,CMP_1,1,27-05-2023
USR_2454,02-08-2023,UK,23,Female,Google,CMP_3,1,03-08-2023
USR_2455,28-12-2023,India,34,Female,Facebook,CMP_6,1,30-12-2023
USR_2456,27-09-2023,Canada,44,Male,Google,CMP_10,0,
USR_2457,27-07-2023,USA,28,Female,Facebook,CMP_1,0,
USR_2458,16-02-2023,India,22,Female,Google,CMP_9,1,18-02-2023
USR_2459,20-08-2023,USA,36,Female,Referral,CMP_3,1,22-08-2023
USR_2460,01-04-2023,India,52,Male,Facebook,CMP_6,1,02-04-2023
USR_2461,06-05-2023,USA,48,Female,Referral,CMP_5,1,07-05-2023
USR_2462,23-05-2023,India,55,Female,Instagram,CMP_2,1,24-05-2023
USR_2463,18-04-2023,India,40,Female,Facebook,CMP_6,1,20-04-2023
USR_2464,18-06-2023,Canada,57,Male,Organic,CMP_7,1,22-06-2023
USR_2465,23-03-2023,India,28,Male,Google,CMP_5,1,25-03-2023
USR_2466,19-03-2023,India,24,Female,Google,CMP_7,0,
USR_2467,14-10-2023,UK,50,Male,Facebook,CMP_3,0,
USR_2468,06-05-2023,India,58,Male,Organic,CMP_9,1,09-05-2023
USR_2469,02-02-2023,Canada,57,Female,Referral,CMP_4,1,04-02-2023
USR_2470,15-07-2023,USA,22,Male,Instagram,CMP_3,1,18-07-2023
USR_2471,02-08-2023,UK,35,Male,Organic,CMP_2,1,04-08-2023
USR_2472,02-03-2023,Canada,38,Female,Google,CMP_10,1,04-03-2023
USR_2473,09-12-2023,Canada,24,Male,Instagram,CMP_9,1,10-12-2023
USR_2474,18-03-2023,UK,55,Male,Facebook,CMP_3,1,21-03-2023
USR_2475,14-07-2023,USA,43,Male,Referral,CMP_4,1,18-07-2023
USR_2476,28-04-2023,UK,44,Female,Facebook,CMP_10,1,29-04-2023
USR_2477,07-05-2023,Canada,30,Male,Referral,CMP_6,0,
USR_2478,29-05-2023,USA,55,Male,Google,CMP_10,1,01-06-2023
USR_2479,30-11-2023,USA,43,Female,Referral,CMP_7,0,
USR_2480,10-03-2023,USA,55,Female,Google,CMP_5,1,13-03-2023
USR_2481,23-04-2023,India,59,Male,Instagram,CMP_3,0,
USR_2482,19-06-2023,India,18,Female,Google,CMP_10,1,22-06-2023
USR_2483,29-10-2023,USA,50,Male,Facebook,CMP_10,1,30-10-2023
USR_2484,14-03-2023,India,55,Female,Google,CMP_3,0,
USR_2485,16-05-2023,UK,50,Male,Google,CMP_9,1,17-05-2023
USR_2486,26-08-2023,USA,34,Female,Organic,CMP_5,0,
USR_2487,02-11-2023,UK,57,Male,Google,CMP_3,1,05-11-2023
USR_2488,27-12-2023,India,49,Female,Organic,CMP_7,1,29-12-2023
USR_2489,29-05-2023,Canada,26,Male,Facebook,CMP_8,1,02-06-2023
USR_2490,30-01-2023,UK,41,Male,Instagram,CMP_8,1,01-02-2023
USR_2491,21-06-2023,India,21,Male,Organic,CMP_6,1,22-06-2023
USR_2492,02-04-2023,Canada,56,Female,Instagram,CMP_8,1,05-04-2023
USR_2493,24-09-2023,USA,45,Female,Instagram,CMP_8,1,26-09-2023
USR_2494,15-07-2023,India,23,Male,Organic,CMP_10,1,17-07-2023
USR_2495,20-06-2023,Canada,45,Male,Facebook,CMP_3,1,22-06-2023
USR_2496,17-01-2023,UK,27,Male,Google,CMP_6,0,
USR_2497,18-11-2023,UK,52,Male,Instagram,CMP_1,1,21-11-2023
USR_2498,06-08-2023,Canada,54,Male,Facebook,CMP_9,1,08-08-2023
USR_2499,25-07-2023,USA,43,Male,Google,CMP_1,1,27-07-2023
USR_2500,21-03-2023,USA,53,Male,Instagram,CMP_6,1,23-03-2023
USR_2501,09-10-2023,USA,28,Female,Google,CMP_5,1,12-10-2023
USR_2502,23-05-2023,India,48,Male,Google,CMP_10,1,25-05-2023
USR_2503,14-03-2023,UK,26,Male,Organic,CMP_7,1,16-03-2023
USR_2504,15-11-2023,UK,38,Female,Organic,CMP_3,1,16-11-2023
USR_2505,18-11-2023,Canada,27,Male,Referral,CMP_3,1,22-11-2023
USR_2506,29-04-2023,India,55,Male,Referral,CMP_4,0,
USR_2507,15-01-2023,UK,24,Male,Instagram,CMP_9,1,18-01-2023
USR_2508,09-02-2023,UK,27,Female,Google,CMP_6,1,12-02-2023
USR_2509,31-12-2023,USA,56,Male,Instagram,CMP_4,1,03-01-2024
USR_2510,06-05-2023,Canada,29,Male,Facebook,CMP_3,1,08-05-2023
USR_2511,22-06-2023,USA,34,Female,Google,CMP_8,0,
USR_2512,12-12-2023,USA,30,Male,Google,CMP_2,1,15-12-2023
USR_2513,24-12-2023,UK,55,Female,Organic,CMP_9,1,25-12-2023
USR_2514,27-11-2023,UK,52,Female,Organic,CMP_8,0,
USR_2515,24-03-2023,USA,58,Female,Instagram,CMP_3,1,25-03-2023
USR_2516,14-10-2023,USA,26,Male,Organic,CMP_5,0,
USR_2517,23-09-2023,Canada,56,Male,Organic,CMP_8,0,
USR_2518,25-06-2023,UK,52,Female,Google,CMP_6,1,26-06-2023
USR_2519,19-01-2023,USA,52,Male,Instagram,CMP_7,1,23-01-2023
USR_2520,23-07-2023,USA,29,Female,Google,CMP_3,0,
USR_2521,18-11-2023,UK,24,Female,Facebook,CMP_8,0,
USR_2522,02-05-2023,UK,40,Male,Organic,CMP_4,0,
USR_2523,18-03-2023,Canada,43,Male,Google,CMP_3,1,19-03-2023
USR_2524,25-09-2023,UK,31,Male,Instagram,CMP_7,1,29-09-2023
USR_2525,24-10-2023,India,56,Male,Organic,CMP_1,1,26-10-2023
USR_2526,08-04-2023,India,32,Male,Instagram,CMP_8,1,12-04-2023
USR_2527,09-04-2023,USA,56,Male,Facebook,CMP_7,1,13-04-2023
USR_2528,26-11-2023,USA,44,Male,Facebook,CMP_1,1,28-11-2023
USR_2529,29-09-2023,UK,33,Female,Google,CMP_2,1,01-10-2023
USR_2530,13-08-2023,Canada,35,Female,Google,CMP_9,1,16-08-2023
USR_2531,06-12-2023,Canada,43,Female,Facebook,CMP_3,1,10-12-2023
USR_2532,23-06-2023,UK,53,Male,Instagram,CMP_5,0,
USR_2533,25-05-2023,UK,48,Female,Google,CMP_8,1,29-05-2023
USR_2534,01-05-2023,UK,23,Female,Google,CMP_1,1,05-05-2023
USR_2535,12-04-2023,Canada,31,Female,Google,CMP_8,0,
USR_2536,16-08-2023,UK,51,Female,Instagram,CMP_8,0,
USR_2537,24-05-2023,UK,39,Female,Google,CMP_2,1,28-05-2023
USR_2538,12-07-2023,India,29,Female,Referral,CMP_3,1,15-07-2023
USR_2539,20-07-2023,USA,53,Female,Instagram,CMP_1,1,23-07-2023
USR_2540,12-09-2023,India,49,Female,Organic,CMP_3,1,16-09-2023
USR_2541,11-04-2023,USA,49,Male,Organic,CMP_7,1,14-04-2023
USR_2542,06-02-2023,Canada,36,Male,Facebook,CMP_9,1,09-02-2023
USR_2543,25-10-2023,India,24,Male,Instagram,CMP_8,1,26-10-2023
USR_2544,03-01-2023,Canada,37,Female,Organic,CMP_6,1,06-01-2023
USR_2545,30-03-2023,Canada,57,Male,Facebook,CMP_3,1,03-04-2023
USR_2546,08-07-2023,USA,34,Female,Google,CMP_1,1,11-07-2023
USR_2547,20-06-2023,USA,56,Female,Facebook,CMP_2,1,24-06-2023
USR_2548,12-09-2023,Canada,40,Male,Instagram,CMP_9,1,16-09-2023
USR_2549,27-12-2023,India,27,Male,Organic,CMP_10,1,30-12-2023
USR_2550,29-11-2023,India,38,Male,Facebook,CMP_10,1,30-11-2023
USR_2551,03-11-2023,Canada,30,Female,Instagram,CMP_6,1,06-11-2023
USR_2552,23-07-2023,USA,47,Male,Organic,CMP_7,1,26-07-2023
USR_2553,31-01-2023,UK,21,Female,Google,CMP_2,1,03-02-2023
USR_2554,19-06-2023,Canada,33,Female,Google,CMP_6,0,
USR_2555,02-10-2023,UK,23,Male,Facebook,CMP_1,0,
USR_2556,25-09-2023,Canada,22,Male,Google,CMP_5,1,26-09-2023
USR_2557,15-11-2023,USA,26,Male,Google,CMP_6,1,18-11-2023
USR_2558,29-09-2023,India,46,Male,Organic,CMP_5,1,01-10-2023
USR_2559,24-03-2023,USA,23,Female,Facebook,CMP_3,1,25-03-2023
USR_2560,02-11-2023,Canada,32,Female,Referral,CMP_2,0,
USR_2561,12-08-2023,India,40,Male,Facebook,CMP_2,1,13-08-2023
USR_2562,09-11-2023,India,54,Female,Facebook,CMP_1,0,
USR_2563,28-08-2023,India,36,Male,Facebook,CMP_6,1,29-08-2023
USR_2564,07-06-2023,UK,33,Female,Google,CMP_4,1,08-06-2023
USR_2565,14-10-2023,Canada,42,Male,Instagram,CMP_1,0,
USR_2566,07-01-2023,India,28,Male,Referral,CMP_8,0,
USR_2567,10-02-2023,Canada,21,Female,Google,CMP_2,1,13-02-2023
USR_2568,18-09-2023,UK,54,Female,Facebook,CMP_4,1,19-09-2023
USR_2569,30-06-2023,Canada,20,Male,Instagram,CMP_6,0,
USR_2570,19-05-2023,Canada,24,Male,Instagram,CMP_5,1,23-05-2023
USR_2571,07-04-2023,India,30,Female,Instagram,CMP_1,1,08-04-2023
USR_2572,30-10-2023,Canada,23,Female,Facebook,CMP_7,1,03-11-2023
USR_2573,15-02-2023,Canada,20,Female,Facebook,CMP_6,1,16-02-2023
USR_2574,22-09-2023,Canada,40,Female,Instagram,CMP_10,1,23-09-2023
USR_2575,22-08-2023,USA,47,Female,Organic,CMP_10,1,25-08-2023
USR_2576,12-03-2023,USA,23,Male,Organic,CMP_9,1,16-03-2023
USR_2577,27-08-2023,India,49,Male,Facebook,CMP_6,1,29-08-2023
USR_2578,29-11-2023,USA,28,Male,Facebook,CMP_6,0,
USR_2579,17-01-2023,India,59,Male,Referral,CMP_3,1,18-01-2023
USR_2580,12-05-2023,UK,45,Male,Organic,CMP_8,1,16-05-2023
USR_2581,17-11-2023,Canada,52,Male,Referral,CMP_8,0,
USR_2582,14-03-2023,USA,40,Female,Organic,CMP_1,1,18-03-2023
USR_2583,20-08-2023,Canada,51,Female,Organic,CMP_10,1,24-08-2023
USR_2584,20-05-2023,Canada,46,Male,Organic,CMP_8,1,21-05-2023
USR_2585,17-03-2023,USA,50,Female,Google,CMP_3,0,
USR_2586,11-11-2023,USA,58,Female,Instagram,CMP_8,1,14-11-2023
USR_2587,10-12-2023,UK,30,Male,Instagram,CMP_5,1,13-12-2023
USR_2588,14-12-2023,Canada,51,Male,Instagram,CMP_1,0,
USR_2589,19-07-2023,Canada,43,Male,Organic,CMP_5,1,20-07-2023
USR_2590,29-09-2023,India,57,Male,Google,CMP_9,1,02-10-2023
USR_2591,15-11-2023,UK,26,Male,Google,CMP_8,1,16-11-2023
USR_2592,29-04-2023,Canada,50,Female,Google,CMP_6,1,02-05-2023
USR_2593,18-11-2023,India,21,Male,Organic,CMP_2,1,20-11-2023
USR_2594,10-11-2023,UK,18,Male,Organic,CMP_2,1,12-11-2023
USR_2595,28-12-2023,USA,27,Female,Google,CMP_1,1,31-12-2023
USR_2596,12-11-2023,UK,19,Male,Referral,CMP_4,1,14-11-2023
USR_2597,23-11-2023,USA,22,Female,Organic,CMP_3,1,26-11-2023
USR_2598,20-09-2023,Canada,25,Female,Referral,CMP_2,1,22-09-2023
USR_2599,14-03-2023,India,18,Male,Google,CMP_6,1,15-03-2023
USR_2600,22-07-2023,UK,23,Female,Organic,CMP_10,1,25-07-2023
USR_2601,21-07-2023,UK,34,Female,Referral,CMP_2,1,24-07-2023
USR_2602,18-09-2023,Canada,42,Male,Google,CMP_10,0,
USR_2603,29-10-2023,USA,51,Male,Instagram,CMP_9,1,31-10-2023
USR_2604,09-06-2023,UK,19,Male,Facebook,CMP_5,1,10-06-2023
USR_2605,16-05-2023,USA,55,Female,Facebook,CMP_7,0,
USR_2606,25-08-2023,UK,21,Female,Referral,CMP_5,1,26-08-2023
USR_2607,06-05-2023,UK,57,Female,Referral,CMP_7,1,10-05-2023
USR_2608,22-03-2023,USA,32,Female,Instagram,CMP_8,1,23-03-2023
USR_2609,21-03-2023,UK,40,Male,Organic,CMP_10,1,23-03-2023
USR_2610,01-07-2023,UK,36,Male,Google,CMP_4,1,05-07-2023
USR_2611,05-04-2023,USA,56,Male,Facebook,CMP_2,0,
USR_2612,15-11-2023,India,42,Female,Instagram,CMP_7,1,18-11-2023
USR_2613,17-01-2023,UK,35,Male,Organic,CMP_4,1,18-01-2023
USR_2614,24-01-2023,USA,50,Female,Google,CMP_8,0,
USR_2615,03-12-2023,Canada,26,Male,Google,CMP_5,1,06-12-2023
USR_2616,30-01-2023,Canada,26,Male,Organic,CMP_7,1,02-02-2023
USR_2617,31-01-2023,Canada,18,Male,Facebook,CMP_9,1,04-02-2023
USR_2618,29-11-2023,India,54,Female,Google,CMP_1,1,03-12-2023
USR_2619,26-04-2023,USA,36,Male,Google,CMP_6,0,
USR_2620,21-05-2023,USA,57,Female,Referral,CMP_7,1,25-05-2023
USR_2621,20-11-2023,USA,33,Male,Facebook,CMP_9,0,
USR_2622,03-03-2023,Canada,43,Female,Google,CMP_4,1,04-03-2023
USR_2623,26-06-2023,Canada,24,Male,Instagram,CMP_2,1,28-06-2023
USR_2624,16-03-2023,UK,19,Female,Organic,CMP_10,1,17-03-2023
USR_2625,21-02-2023,USA,51,Male,Instagram,CMP_7,0,
USR_2626,16-01-2023,Canada,38,Male,Facebook,CMP_5,1,18-01-2023
USR_2627,05-01-2023,Canada,56,Male,Facebook,CMP_1,0,
USR_2628,12-06-2023,USA,46,Female,Instagram,CMP_8,1,16-06-2023
USR_2629,30-08-2023,Canada,36,Male,Google,CMP_1,1,31-08-2023
USR_2630,21-01-2023,Canada,56,Male,Google,CMP_10,1,25-01-2023
USR_2631,20-01-2023,India,50,Female,Instagram,CMP_10,1,24-01-2023
USR_2632,04-01-2023,USA,43,Male,Referral,CMP_9,1,08-01-2023
USR_2633,17-03-2023,USA,49,Male,Facebook,CMP_3,1,21-03-2023
USR_2634,18-12-2023,USA,29,Female,Facebook,CMP_3,1,19-12-2023
USR_2635,07-10-2023,Canada,46,Female,Google,CMP_6,1,10-10-2023
USR_2636,17-06-2023,USA,50,Female,Google,CMP_2,1,21-06-2023
USR_2637,06-12-2023,India,24,Female,Instagram,CMP_10,1,10-12-2023
USR_2638,23-05-2023,India,37,Male,Organic,CMP_1,1,27-05-2023
USR_2639,03-09-2023,USA,25,Male,Referral,CMP_8,1,04-09-2023
USR_2640,21-07-2023,USA,33,Male,Facebook,CMP_6,1,23-07-2023
USR_2641,22-05-2023,USA,20,Female,Referral,CMP_2,1,23-05-2023
USR_2642,05-11-2023,UK,21,Male,Google,CMP_3,1,06-11-2023
USR_2643,22-04-2023,India,50,Male,Organic,CMP_6,1,24-04-2023
USR_2644,16-06-2023,India,21,Male,Facebook,CMP_4,1,17-06-2023
USR_2645,24-01-2023,Canada,55,Female,Facebook,CMP_5,1,28-01-2023
USR_2646,20-05-2023,Canada,36,Female,Google,CMP_8,1,21-05-2023
USR_2647,19-09-2023,USA,50,Male,Organic,CMP_7,1,20-09-2023
USR_2648,19-08-2023,USA,43,Female,Facebook,CMP_1,1,23-08-2023
USR_2649,13-01-2023,India,40,Female,Facebook,CMP_6,1,15-01-2023
USR_2650,17-03-2023,UK,54,Female,Organic,CMP_9,1,18-03-2023
USR_2651,11-05-2023,India,50,Female,Instagram,CMP_8,1,14-05-2023
USR_2652,12-04-2023,USA,27,Female,Facebook,CMP_3,1,16-04-2023
USR_2653,05-10-2023,Canada,40,Female,Facebook,CMP_4,1,08-10-2023
USR_2654,02-08-2023,UK,50,Male,Referral,CMP_9,0,
USR_2655,17-07-2023,India,41,Male,Facebook,CMP_4,1,20-07-2023
USR_2656,10-06-2023,India,46,Male,Instagram,CMP_9,0,
USR_2657,19-09-2023,Canada,59,Female,Organic,CMP_4,1,22-09-2023
USR_2658,21-11-2023,UK,28,Male,Google,CMP_9,0,
USR_2659,13-04-2023,Canada,25,Male,Organic,CMP_1,1,14-04-2023
USR_2660,02-10-2023,USA,52,Male,Google,CMP_2,1,04-10-2023
USR_2661,18-10-2023,UK,19,Male,Facebook,CMP_5,1,21-10-2023
USR_2662,24-02-2023,USA,38,Male,Organic,CMP_4,1,28-02-2023
USR_2663,09-03-2023,USA,19,Male,Organic,CMP_3,1,12-03-2023
USR_2664,29-03-2023,USA,35,Female,Facebook,CMP_5,1,30-03-2023
USR_2665,14-03-2023,Canada,24,Female,Google,CMP_1,1,18-03-2023
USR_2666,13-02-2023,USA,56,Female,Facebook,CMP_7,1,17-02-2023
USR_2667,21-08-2023,Canada,42,Female,Organic,CMP_5,1,25-08-2023
USR_2668,16-12-2023,Canada,21,Female,Facebook,CMP_4,1,18-12-2023
USR_2669,18-01-2023,USA,23,Female,Google,CMP_8,1,19-01-2023
USR_2670,29-03-2023,UK,39,Male,Instagram,CMP_5,1,30-03-2023
USR_2671,04-02-2023,India,43,Male,Organic,CMP_10,1,08-02-2023
USR_2672,23-04-2023,UK,51,Male,Google,CMP_6,1,25-04-2023
USR_2673,27-03-2023,India,27,Female,Instagram,CMP_6,1,28-03-2023
USR_2674,29-11-2023,USA,21,Female,Facebook,CMP_10,1,02-12-2023
USR_2675,29-06-2023,India,56,Male,Referral,CMP_2,1,02-07-2023
USR_2676,19-12-2023,UK,51,Female,Organic,CMP_8,1,20-12-2023
USR_2677,23-02-2023,USA,28,Female,Google,CMP_5,0,
USR_2678,08-07-2023,Canada,44,Female,Referral,CMP_1,1,12-07-2023
USR_2679,15-06-2023,India,54,Female,Google,CMP_2,0,
USR_2680,10-09-2023,USA,58,Male,Organic,CMP_10,1,11-09-2023
USR_2681,02-07-2023,Canada,48,Female,Google,CMP_5,1,06-07-2023
USR_2682,14-02-2023,UK,36,Male,Google,CMP_2,1,16-02-2023
USR_2683,08-10-2023,Canada,48,Female,Google,CMP_6,1,11-10-2023
USR_2684,08-05-2023,Canada,33,Male,Referral,CMP_7,1,11-05-2023
USR_2685,19-10-2023,UK,45,Male,Facebook,CMP_8,1,20-10-2023
USR_2686,07-03-2023,India,35,Male,Facebook,CMP_7,1,10-03-2023
USR_2687,04-10-2023,USA,42,Male,Organic,CMP_6,1,05-10-2023
USR_2688,05-02-2023,UK,21,Female,Instagram,CMP_7,1,06-02-2023
USR_2689,13-06-2023,UK,38,Male,Organic,CMP_9,1,17-06-2023
USR_2690,09-08-2023,USA,43,Male,Organic,CMP_4,1,13-08-2023
USR_2691,31-01-2023,Canada,37,Male,Google,CMP_4,0,
USR_2692,01-12-2023,Canada,41,Female,Referral,CMP_9,1,03-12-2023
USR_2693,02-08-2023,India,49,Male,Google,CMP_3,1,06-08-2023
USR_2694,31-07-2023,India,59,Male,Google,CMP_8,1,04-08-2023
USR_2695,10-03-2023,UK,51,Female,Referral,CMP_5,0,
USR_2696,15-01-2023,India,43,Female,Facebook,CMP_7,1,19-01-2023
USR_2697,16-01-2023,India,40,Male,Instagram,CMP_3,1,18-01-2023
USR_2698,20-12-2023,UK,26,Female,Organic,CMP_2,1,21-12-2023
USR_2699,03-03-2023,UK,27,Female,Instagram,CMP_4,1,04-03-2023
USR_2700,27-09-2023,USA,47,Male,Organic,CMP_6,1,30-09-2023
USR_2701,02-08-2023,India,41,Female,Facebook,CMP_6,1,05-08-2023
USR_2702,16-08-2023,USA,38,Female,Facebook,CMP_7,0,
USR_2703,17-04-2023,USA,18,Male,Instagram,CMP_1,1,18-04-2023
